唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Attraction_345040000G_030030,Attraction,Zh_tw,雙流自然教育中心,"穿梭熱帶季風林，順沿溪流訪瀑布，探索生態樂學習，看見土地與人永續共存。

雙流國家森林遊樂區地處中央山脈與恒春半島之間的山區，內文溪貫穿其間，地形和水域多元的變化，造就兼具熱帶雨林、亞熱帶雨林、熱帶季風雨林、暖溫帶森林之複雜林相及多樣性物種等生態特色。此地亦為排灣族聚落之所在，區內仍可見該原住民族的人文遺蹟。",(08)8701499,,屏東縣,獅子鄉,丹路村丹路2巷23號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_100031,Attraction,Zh_tw,羅東林業文化園區,"日據時代有三大官營林場：阿里山、八仙山以及太平山林場，其中太平山林場是比較晚開發的。羅東林業文化園區即為日治時期羅東出張所及貯木池舊址。

自1982年太平山伐木終止至今大都維持原貌，林業保育署宜蘭分署於 2004年規劃此地為林業文化園區，經重新修整，融合林業歷史、生態永續之規劃設計，除恢復昔日林業文化風采外，更能彰顯太平山林業及羅東鎮發展的歷史地位。本園區於2012年以羅東林場舊稱，正式依文化資產保存法登錄為文化景觀。",(03)9544247,,宜蘭縣,羅東鎮,中正北路118號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_100032,Attraction,Zh_tw,東勢林業文化園區,"大雪山林區蘊藏豐富的林木資源，為妥善利用資源並創造經濟收益、帶動地方繁榮，民國45年起開始籌設「大雪山林業公司」，並於民國51年開始興建大製材廠，民國53年竣工，當時引進先進伐木及製材技術，創造臺灣示範性的林產工業，採用機械伐木、利用卡車運材，提高了效率與產量。

大製材廠於民國53年5月26日落成啟用，歷經近10個輝煌歲月，由於美式鋸製器材不適用於省產原木，林木耗損量大，致提早結束大雪山林區之林木生產作業，並於62年12月底停止營運。",(04)25774146,,臺中市,東勢區,東關路六段1368號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_100033,Attraction,Zh_tw,林田山林業文化園區,"隱身花蓮鳳林的林田山，舊稱摩里沙卡(MORISAKA-即日語""森坂""發音)，光復後改稱森榮，是台灣遺留下來最完整、最具特色的伐木基地，無論規模或重要性，都是""台灣林業開發史""上最重要的據點與見證。

早於日據時期，日本人在林場範圍內萬里溪發現溫泉，於是將泉水引出 修建旅社經營管理，到民國28年開始探採紙漿原料，開啟了林業之始。

在1960年代伐木的全盛時期，林田山一片人聲鼎沸景象，讓這裡有 『小上海』之稱，為台灣四大林場之一。後隨著政府禁伐林木的政策實 施，林田山的伐木工人漸漸散去，一併帶走原有的繁華，但林田山仍舊 保留保存了最完整的伐木場景與意象。",(03)8751703,,花蓮縣,鳳林鎮,森榮里林森路99巷99號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_100034,Attraction,Zh_tw,阿里山林業村暨檜意森活村,"阿里山林業始於1899年，日治時期阿里山林場檜木資源而闢建阿里山林業鐵路，起點就在嘉義市北門，木材買賣集散為嘉義市帶來前所未有的繁榮，當時更因此列為臺灣四大都市之一。1906年5月，日本民間企業藤田組成立嘉義施工所，為興建阿里山森林鐵路開啟序幕，惟因工程艱鉅且經費膨脹，於1908年2月告終。至1910年起臺灣總督府接手，阿里山鐵路繼續興築，1914年阿里山林業鐵路本線全長71.9公里，就此完成。

當時的營林機關建築群的規模日漸擴大，包括營林辦公廳舍、營林俱樂部、製材所、東南亞第一座火力發電建築物逐一完工。砍伐的林木，經由阿里山林業鐵路運到嘉義「杉池」，為當時東南亞規模最大儲木池。嘉義因林業繁榮，當時的嘉義被稱為「木材都市」，現今的林森路即為當時的「木材街」，周邊林務機關群區域則被稱為「檜町」。當年林務機關也因木材產業興盛，生產、生活機能十分完備，林業村已儼然成形。

民國53年阿里山林產事業告一段落，嘉義市之製材業也逐漸沒落。近百年歷史的林業資產，見證了嘉義市林業發展興衰，隨著歲月的流轉，更散發出濃濃的風味，成為珍貴的林業文化資產，卻逐漸有頹傾之虞，必須予以活化更新，再現風華。營林俱樂部、嘉義市共和路與北門街林管處國有宿眷舍及原嘉義製材所(竹材工藝品加工廠)，見證了阿里山林業開採的相關歷史，分別於87年及94年登錄為嘉義市歷史建築。",(05)2779843,,新竹市,東區,林森西路4號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_110035,Attraction,Zh_tw,太平山蹦蹦車,"太平山蹦蹦車的前身為太平山森林鐵路茂興線，起站太平山莊，終站為茂興站，全長約3公里，行車時間約20分鐘，巨木參天的林蔭下，陽光透了些許的光，軌道逕自在林間穿梭，旅客乘坐在開放式的蹦蹦車廂中，更可直接親近沿途秀麗的山巒疊翠。終點的茂興站設置自導式森林步道、蕨類原生園及茂興國家森林步道。
本署持續進行軌道、路線及軟體改善，加強乘務人員落實各項標準作業程序，並定期舉辦在職訓練，以提高服務品質及確保維行車安全。",(03)9809812,,宜蘭縣,大同鄉,太平巷58之1號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_110036,Attraction,Zh_tw,烏來台車,"烏來台車初期僅為輸運木材，因烏來瀑布觀光發展遊客需求，於52年正式開辦客運，以人力推送遊客，為因應日漸成長之遊客量，乃於63年實施機動化，以柴油引擎推動台車，再於76年排除萬難在瀑布站開鑿隧道取代原來的轉盤迴轉，沿用迄今。

營運路線由烏來至瀑布全長1.5公里，於每日9至17時往返行駛，並配合夏季旺季時節調整營運時間，隨到隨開以服務旅客。",(02)26617826,,新北市,烏來區,溫泉街86巷2號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_110037,Attraction,Zh_tw,阿里山林業鐵路,"阿里山林業鐵路係日據時期為開採森林資源而鋪設的產業鐵道，全線分為本線及支線，沿途歷經熱、暖、溫帶三種林相，自海拔30公尺的嘉義站，一路爬升至海拔2,216公尺的阿里山站。此外，旅客還可以在清晨時分搭乘祝山線小火車，前往臺灣最高海拔車站－祝山站(2,451公尺)，欣賞聞名遐邇的阿里山日出。

阿里山林業鐵路為克服險惡地形，擁有登山鐵路五大工法其中四項，包括螺旋式路線、之字形折返路線、Ω type turn及特殊設計的登山蒸汽火車等，集登山鐵路、森林鐵路與高山鐵路於一身，驗證具世界登山鐵路之實力，為臺灣世界遺產潛力點之一。",(05)2779843,,新竹市,東區,文化路308號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120038,Attraction,Zh_tw,阿里山生態教育館,"阿里山生態教育館位於阿里山國家森林遊樂區範圍內，但其保育關切場域包含了臺灣一葉蘭自然保留區、塔山野生動物重要棲息環境以及鹿林山野生動物重要棲息環境等三處。林業及自然保育署阿里山工作站的工作人員長期參與周邊保護留區的環境監測與資源調查，另外也針對阿里山山椒魚及臺灣一葉蘭進行棲地復育工作，長年下來已頗有成效。為了讓大眾了解保護留區棲地環境與物種保育重要性，以保育物種－阿里山山椒魚及臺灣一葉蘭作為故事館的主軸，向大眾說明研究工作的執行過程與成果。

為宣導自然保育觀念及讓遊客認識阿里山自然生態，林業及自然保育署嘉義分署利用舊阿里山工作站及其他舊建物重新規劃整建成阿里山生態教育館、臺灣一葉蘭生態故事館及阿里山山椒魚館。
",(05)2679755,,嘉義縣,阿里山鄉,中正村68號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120039,Attraction,Zh_tw,大武山生態教育館,"大武山生態教育館對大武山自然保留區的人文及森林生態環境有深入淺出的介紹，是一具現代化設備之訓練研習場所，可使民眾了解設置保留區的目的、功能，並索取相關資訊，進而達到愛護環境、自然保育，獲得環境教育之知識。

大武山生態教育館是一棟結合生態、人文展示及教育訓練的多功能建築，為使民眾瞭解政府設置保留區目的及展示大武山自然保留區生態之美，故設立大武山生態教育館。",(089)771912,,臺東縣,太麻里鄉,金崙村溫泉35-2號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120042,Attraction,Zh_tw,火炎山生態教育館,"火炎山生態教育館是為一幢地上三層樓地下二樓的景觀建築，無論是外觀或內部設計，都以火炎山獨樹一格的天然特色為設計考量。

火炎山生態教育館坐落於苗栗縣三義鄉，於2005年4月16日啟用，是目前國內少見針對自然地景所設置的展示解說教育場域，設立的宗旨為「讓火炎山生態教育館成為國內重要地景環境教育場域」，鄰近苗栗三義火炎山自然保留區，在2020年6月17日成為環境教育認證場所、2023年獲國家教育研究院「環境教育設施場所評鑑優異」的肯定，為苗栗地區保育宣導重要的入口平台。",(037)878851,,苗栗縣,三義鄉,中正路73號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120043,Attraction,Zh_tw,拉拉山生態教育館,"拉拉山生態教育館是一棟地上二層、地下三層的建築，位於拉拉山森林步道起點，提供多功能的服務。

拉拉山生態教育館是林業及自然保育署各場域中距離紅檜純林最近的館舍。在區域範圍內依檜木巨木群所在位置規劃約3,700公尺的循環步道，步道兩側有22棵巨木解說牌誌，介紹其樹種、樹齡、樹高等生態資料。是臺灣少數珍貴可近距離接觸的檜木林。

因應拉拉山國家森林遊樂區的成立，為提供民眾更優質軟硬體服務，園區內近期已啟動生態教育館轉型為遊客中心的改善工程，接續亦將有管理站及箱涵等改善工程陸續展開，工期預計至112年1月底。請民眾體諒施工期間造成的不便，提醒上山民眾經過施工區域時，特別注意安全外，因原有館舍進行室內施工，基於安全考量已封閉，提醒入園民眾有如廁需求，可以先至上巴陵停車場旁的公共廁所，或園區入口管理站旁公共廁所，以節省排隊等候時間。另於停車場設有臨時廁所，步道內之4號巨木旁公廁仍持續提供服務。",(03)3912063,,桃園市,復興區,華陵村巴陵207號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120044,Attraction,Zh_tw,南澳生態教育館,"南澳生態教育館和林業及自然保育署宜蘭分署南澳工作站位在同一棟建築物內。民國86年時，南澳工作站搬遷至此，將原有的樟樹造林地整理規劃為原生植物標本園，並在辦公室主建築物側邊設置南澳生態教育館，針對臺灣的森林資源利用以及生態保育等主題發揮解說教育之功能。

除了室內展示，館舍外的原生樹木園區也值得一遊，原生樹木園區內的植物是依據植物分類系統加以規劃，種類合計有47科120種，以木本植物為主，藤本、草本為輔。是宜蘭縣中、小學，甚至北部地區學校校外教學之優質場所。

本館鄰近3處重要保護留區，包括「烏石鼻海岸自然保留區」、「南澳闊葉樹林自然保留區」及「觀音海岸野生動物重要棲息環境」等，在解說教育推廣工作中同時也關切周邊保護留區的現況與面臨的危機。本館除了作為南澳地區在地自然與文化的解說教育平台，也讓參觀的民眾得以認識範圍內的保護留區、生物多樣性、森林生態系經營、生態旅遊、社區林業、以及生態旅遊等不同主題，有效發揮生態教育館之最佳機能與服務。",(03)9981060,,宜蘭縣,南澳鄉,南澳村中正路55號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_345040000G_120045,Attraction,Zh_tw,瑞穗生態教育館,"藉由各式解說媒材與展示設計，使遊客可以認識花蓮推動國土綠網之成果，並一窺玉里野生動物保護區豐富動植物資源。此外，本館也積極辦理到校推廣，以教案方式宣導保育各項議題，並將相關活動延伸至周邊社區及步道，結合在地社區並建立良好的伙伴關係。

介紹玉里野生動物保護區常見的動植物，因保護區植被類型複雜，地形陡峭峻拔，造就繽紛多樣的生態環境。館內提供導覽解說、生態影片觀賞及免費DIY課程的服務，歡迎民眾申請預約；也歡迎學校預約到校推廣服務。",(03)8876631,,花蓮縣,瑞穗鄉,溫泉路一段58號,345040000G,林業保育署,2025/3/29 上午 12:20:05
Attraction_371020000A_000376,Attraction,Zh_tw,邱良功古厝,這棟建築乃為邱良功祖厝，位於金城鎮浯江街中段，屋中尚存有方形銅鏡一面，另有雕龍聖旨石二塊，高六十一公分、寬八十五公分，所刻聖旨二字每字十二公分見方，據傳係良功顯貴封爵，皇帝聞其家屋簡陋，賜建爵府，故贈予聖旨石二塊，預備置於府第大門前坊，建築物為一落四櫸頭＋左突歸+牆規。,(08)2328638,,金門縣,金城鎮,浯江街27號,371020000A,金門縣政府觀光處,2024/6/17 上午 09:03:36
